id,lesson_title,content_title,skill_name,level,categoryId,category_name,subCatName,coverImageId,previewVideoId,createdAt,updatedAt,deletedAt,status,short_description,description,university,link
01KAWP7411BZR2XZCEJ7M0HEFJ,Java Programming Fundamentals,"['Introduction to Programming Fundamentals', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced Programming Fundamentals']",Computer Science Skills,Intermediate,cat_computer_science,Computer Science,Programming Languages,01KAWP7412YBV991H15H14CKJD,01KAWP7412YBV991H15H14CKJE,5/12/2024 12:01,28/10/2025 12:01,,active,"Your career as a program developer starts here. Gain entry-level programing skills in Java language, and prepare yourself to handle any task that is required in any programming job.","Java is one of the most in-demand programming languages today. This course is designed to provide students the basic skills and knowledge on Java. Learn how to solve programming problems using functions, for loops, conditional statements, recursive algorithms, and learn about the Object-Oriented Paradigm (OPP). Engineering",Universidad Galileo,https://www.edx.org/course/java-programming-fundamentals
01KAWP7412YBV991H15H14CKJV,Project Management Life Cycle,"['Introduction to Life Cycle', 'Core Concepts', 'Strategic Implementation', 'Case Studies', 'Advanced Life Cycle']",Business Skills,Intermediate,cat_business,Business,Project Management,01KAWP7412YBV991H15H14CKJW,01KAWP7412YBV991H15H14CKJX,8/5/2025 12:01,2/11/2025 12:01,,active,"Learn how to apply project management tools, processes, and techniques for the successful execution of a project from initiation to closing.","Learn about project management from a multidisciplinary perspective, as we cover fundamental tools and techniques for managing a broad range of projects.You will learn about the project management life cycle from initiation to closing. We will address the behavioral and quantitative facets of project management, as well as the use of methods, tools and techniques for the initiation, planning, execution and closing of projects. The course will be divided by the project life cycle phases.First, we will cover project initiation. We will review projects in organizations, project selection models, the project manager role and project organization structures to better understand how a project is initiated. You will also learn how to create a key project management deliverable, the project charter.Second, we will cover the project-planning phase. You will learn how to build a comprehensive project management plan covering the key aspects of risk, quality, scope, schedule, cost, time, resource and communications.Third, we will cover the project execution phase. We will explore the monitoring and control of a project including earned value analysis and project reporting. Case studies and examples will be used to help you understand the correct actions for a project manager to take to keep a project in control.",Rochester Institute of Technology,https://www.edx.org/course/project-management-life-cycle
01KAWP7415Y58GWG5WHPXPXJ91,Introduction to Algebra,"['Introduction to Algebra', 'Historical Context', 'Key Concepts', 'Cultural Impact', 'Modern Algebra']",Humanities Skills,Beginner,cat_humanities,Humanities,Art History,01KAWP7415Y58GWG5WHPXPXJ92,01KAWP7415Y58GWG5WHPXPXJ93,7/5/2025 12:01,5/11/2025 12:01,,active,"Solve equations, draw graphs, and play with quadratics in this interactive course!","We live in a world of numbers. You see them every day: on clocks, in the stock market, in sports, and all over the news. Algebra is all about figuring out the numbers you don't see. You might know how fast you can throw a ball, but can you use this number to determine how far you can throw it? You might keep track of stock prices, but how can you figure out how much money you've made (or lost) in the market? And you may already know how to tell time, but can you calculate at what times a clock's hour and minute hands are exactly aligned? With algebra, you can answer all of these questions, using the numbers you already know to solve for the unknown. Algebra is an essential tool for all of high school and college-level math, science, and engineering. So if you're starting out in one of these fields and you haven't yet mastered algebra, then this is the course for you! In this course, you'll be able to choose your own path within each lesson, and you can jump between lessons to quickly review earlier material. AlgebraX covers a standard curriculum in high school Algebra I, and CCSS (common core) alignment is indicated where applicable.Learn more about our High School and AP* Exam Preparation Courses Math",SchoolYourself,https://www.edx.org/course/introduction-to-algebra
01KAWP7415Y58GWG5WHPXPXJ94,"LaTeX for Students, Engineers, and Scientists","['Introduction to and Scientists', 'Fundamental Principles', 'Experimental Methods', 'Applications', 'Advanced and Scientists Topics']",Science Skills,Beginner,cat_science,Science,Chemistry,01KAWP7415Y58GWG5WHPXPXJ95,01KAWP7415Y58GWG5WHPXPXJ96,30/11/2024 12:01,11/11/2025 12:01,,active,"Explore a new way of writing and typesetting articles, books, papers, etc. using a document preparation system called LaTeX.","LaTeX, a document preparation system, is widely used for publishing in many scientific fields like mathematics, statistics, computer science, engineering, chemistry, physics, economics, linguistics, etc.. It is a powerful and open-source system that provides numerous facilities for automating typesetting of the document: i.e. structuring page layout, listing and auto-numbering of sections, tables, figures, generating a table of contents, managing cross-referencing, citing, and indexing. Unlike other WYSIWYG editors, the content is written in plain text along with appropriate commands, thus, allowing the user to concentrate on the content rather than the aesthetics (the way it looks). The TeX typesetting program which LaTeX uses, was designed such that anyone can create good quality material with less efforts. This course introduces the basic concepts of LaTeX. Participants taking this course will be able to create and design documents in LaTeX and presentations in Beamer with confidence. Engineering",IITBombay,https://www.edx.org/course/latex-for-students-engineers-and-scientists-2
01KAWP741BWWQ1W4DFC8E1J7Z8,Object-Oriented Programming,"['Introduction to Object-Oriented Programming', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced Object-Oriented Programming']",Computer Science Skills,Beginner,cat_computer_science,Computer Science,Programming Languages,01KAWP741BWWQ1W4DFC8E1J7Z9,01KAWP741BWWQ1W4DFC8E1J7ZA,22/8/2025 12:01,7/11/2025 12:01,,active,Learn the principles of programming for building large and extensible systems.,"Go beyond the basics of programming to understand object-oriented methodology, the approach to modular and reusable software systems.Topics Include:This course is part of the Fundamentals of Computer Science XSeries Program: Computer Science",IITBombay,https://www.edx.org/course/object-oriented-programming
01KAWP741FQC9X1WGPQX2R6J1B,AI Chatbots without Programming,"['Introduction to without Programming', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced without Programming']",Computer Science Skills,Beginner,cat_computer_science,Computer Science,Web Development,01KAWP741FQC9X1WGPQX2R6J1C,01KAWP741FQC9X1WGPQX2R6J1D,9/11/2025 12:01,25/11/2025 12:01,,active,"Chatbots are increasingly in demand among global businesses. This course will teach you how to build, analyze, deploy and monetize chatbots - with the help of IBM Watson and the power of AI.","Special Offer : This course includes a great offer from IBM: One year of Watson Assistant services to power 10 chatbots at no charge. The perfect way to kickstart your chatbot building business!Chatbots are one of the most exciting and in-demand topics in tech. Businesses around the world are increasingly showing an interest in their potential for cost-saving and improving customer service availability.In this course, you'll learn how to build chatbots powered by Watson and how to approach making money by selling chatbots to clients. We'll coverways to sell chatbots to prospective clients online and offline. We'll explore how to plan and build chatbots using a visual tool provided by IBM. We'll offer methods for testing, analyzing, and improving your chatbots. And we'll teach you how to deploy your chatbots to websites via a handy WordPress plugin.Leveraging the AI power of Watson Assistant, you will be able toaccomplish all this without the need to write any code! Computer Science",IBM,https://www.edx.org/course/AI-chatbots-without-programming
01KAWP741G810TMH7XEGN7DC71,HTML5 Apps and Games,"['Introduction to and Games', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced and Games']",Computer Science Skills,Advanced,cat_computer_science,Computer Science,Web Development,01KAWP741G810TMH7XEGN7DC72,01KAWP741G810TMH7XEGN7DC73,13/9/2025 12:01,17/11/2025 12:01,,active,"Today, developers are increasingly moving from native to HTML5-based apps. Increase your ability to design and deliver innovative services on the Web!","Want to learn advanced HTML5 tips and techniques? This is the course for you! Find out more about the powerful Web features that will help you create great content and apps.This course is a natural follow up of HTML5 Coding Essentials and Good Practices. In this course, we continue the exploration of HTML5-based APIs, but also introduce some advanced features related to HTML5, such as Web components, advanced multimedia, audio for music and games, etc.Like in the first course, you will learn by doing, study the interactive examples and have fun with proposed development projects. One of them will be to create an HTML5 game, so jump in and learn lots! Computer Science",The World Wide Web Consortium (W3C),https://www.edx.org/course/html5-apps-and-games
01KAWP741SX4VWG039E3F51AQ1,Computer Vision Fundamentals with Watson and OpenCV,"['Introduction to and OpenCV', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced and OpenCV']",Computer Science Skills,Beginner,cat_computer_science,Computer Science,Programming Languages,01KAWP741SX4VWG039E3F51AQ2,01KAWP741SX4VWG039E3F51AQ3,19/10/2025 12:01,23/11/2025 12:01,,active,"Learn about computer vision, one of the most exciting fields in machine learning. artificial intelligence and computer science.","Computer Vision is one of the most exciting fields in Machine Learning, computer science and AI. It has applications in many industries such as self-driving cars, robotics, augmented reality, face detection in law enforcement agencies.In this intro-level course, you will learn about computer vision and its various applications across many industries. As part of this course, you will utilize Python, Watson AI, and OpenCV to process images and interact with image classification models. You will also build, train, and test your own custom image classifiers.This is a hands-on course and involves several labs and exercises. All the labs will be performed in the Cloud and you will be provided access to a Cloud environment completely free of charge.At the end of the course, you will create your own computer vision web app and deploy it to the Cloud.This course does not require any prior Machine Learning or Computer Vision experience, however, some knowledge of Python programming language is necessary. Computer Science",IBM,https://www.edx.org/course/computer-vision-fundamentals
01KAWP741SX4VWG039E3F51AQD,Introduction to Biomedical Imaging,"['Introduction to Biomedical Imaging', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced Biomedical Imaging']",Computer Science Skills,Beginner,cat_computer_science,Computer Science,Software Development,01KAWP741SX4VWG039E3F51AQE,01KAWP741SX4VWG039E3F51AQF,16/11/2025 12:01,1/11/2025 12:01,,active,Discover how medical imaging technologies are complementary and what information they provide to health professionals.,"Imaging technologies form a significant component of the health budgets of all developed economies, and most people need advanced imaging such as MRIs, X-Rays and CT Scans (or CAT Scans) during their life. Many of us are aware of the misinformation sometimes offered in TV dramas, which either exaggerates the benefits or overemphasizes the risks.This medical imaging course provides an introduction to biomedical imaging and modern imaging modalities. The course also covers the basic scientific principals behind each modality, and introduces some of the key applications, from neurological diseases to cancers. This course includes modules specially designed for the general public, whilst also providing some advanced modules which could contribute to professional development in health, engineering and IT industries.Additionally, in the 'advanced' sections in the course you'll learn: Medicine",The University of Queensland,https://www.edx.org/course/introduction-to-biomedical-imaging
01KAWP742040WW0JCNW670SNFM,Algorithm Design and Analysis,"['Introduction to and Analysis', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced and Analysis']",Computer Science Skills,Intermediate,cat_computer_science,Computer Science,Software Development,01KAWP742040WW0JCNW670SNFN,01KAWP742040WW0JCNW670SNFP,14/7/2025 12:01,31/10/2025 12:01,,active,Learn about the core principles of computer science: algorithmic thinking and computational problem solving.,"How do you optimally encode a text file? How do you find shortest paths in a map? How do you design a communication network? How do you route data in a network? What are the limits of efficient computation?This course, part of the Computer Science Essentials for Software Development Professional Certificate program, is an introduction to design and analysis of algorithms, and answers along the way these and many other interesting computational questions.You will learn about algorithms that operate on common data structures, for instance sorting and searching; advanced design and analysis techniques such as dynamic programming and greedy algorithms; advanced graph algorithms such as minimum spanning trees and shortest paths; NP-completeness theory; and approximation algorithms.After completing this course you will be able to design efficient and correct algorithms using sophisticated data structures for complex computational tasks. Computer Science",University of Pennsylvania,https://www.edx.org/course/algorithm-design-and-analysis
01KAWP7422KTZTJS57JGVC5FH7,C Programming: Pointers and Memory Management,"['Introduction to C Programming', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced C Programming']",Computer Science Skills,Beginner,cat_computer_science,Computer Science,Programming Languages,01KAWP7422KTZTJS57JGVC5FH8,01KAWP7422KTZTJS57JGVC5FH9,6/3/2025 12:01,22/11/2025 12:01,,active,Continue building your coding skills along your path to becoming a proficient C programmer by mastering the concept of pointers and memory management. Receive instant feedback on your code right within your browser.,"In this course, we will examine a key concept, foundational to any programming language: the usage of memory. This course builds upon the basic concept of pointers, discussed in C Programming: Modular Programming and Memory Management, and introduces the more advanced usage of pointers and pointer arithmetic. Arrays of pointers and multidimensional arrays are addressed, and you will learn how to allocate memory for your own data during program execution. This is called dynamic memory allocation at runtime using pointers. Within moments you will be coding hands-on in a new browser tool developed for this course, receiving instant feedback on your code. No need to install anything! In this course, you will gain experience with programming concepts that are foundational to any programming language. At the end of this short course, you will reach the fourth milestonein the C Programming with Linux Professional Certificate program, unlocking the door to a career in computer engineering. This course has received financial support from the Patrick & Lina Drahi Foundation. Computer Science",Dartmouth_IMTx-Dartmouth College-IMT,https://www.edx.org/course/c-programming-pointers-and-memory-management
01KAWP7423M15ABGGP4PY7ZTG9,IoT Programming and Big Data,"['Introduction to Big Data', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced Big Data']",Computer Science Skills,Beginner,cat_computer_science,Computer Science,Programming Languages,01KAWP7423M15ABGGP4PY7ZTGA,01KAWP7423M15ABGGP4PY7ZTGB,7/7/2025 12:01,29/10/2025 12:01,,active,Learn how to apply software solutions for different systems and Big Data needs to your IoT designs.,"The Internet of Things is creating massive quantities of data, and managing and analysing it requires a unique approach to programming and statistics for distributed data sources.This course will teach Beginner programming concepts that allow connection to, and implementation of some functionality on, IoT devices, using the Python programming language. In addition, students will learn how to use Python to process text log files, such as those generated automatically by IoT sensors and other network-connected systems.Learners do not need prior programming experience to undertake this course, and will not learn a specific programming language - however Python will be used for demonstrations. This course will focus on learning by working through realistic examples. Computer Science",Curtin University,https://www.edx.org/course/iot-programming-and-big-data
01KAWP7424FD2R883T56AZND0F,Agile Software Development,"['Introduction to Software Development', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced Software Development']",Computer Science Skills,Beginner,cat_computer_science,Computer Science,Software Development,01KAWP7424FD2R883T56AZND0G,01KAWP7424FD2R883T56AZND0H,15/7/2025 12:01,2/11/2025 12:01,,active,Learn fundamental agile concepts to enhance your software development skills.,"Agile methodology has taken the software development industry by storm. Everyone wants to be agile, but what does it really mean and how do you achieve agile development?This computer science course cuts beyond the agile methodology hype and teaches you the fundamental agile concepts that span a wide range of methodologies. It analyzes the key agile ideas, their benefits, their limitations, and how best to take advantage of them to enhance your software skills and show employers that you have mastered an essential component of today's IT industry.The course is divided into six parts:Unlike many presentations of agile methods, this course takes a strictly objective view of agile methods, enabling you to retain the best agile principles and practices. For the second runof the course we have revised the learning material and created a new final exam. Computer Science",ETH Zurich,https://www.edx.org/course/agile-software-development
01KAWP7427HB3RX1RJ2W4445P6,Big Data and Education,"['Introduction to and Education', 'Data Collection and Cleaning', 'Exploratory Data Analysis', 'Model Building', 'Advanced and Education Techniques']",Data Science Skills,Advanced,cat_data_science,Data Science,Data Analysis,01KAWP7427HB3RX1RJ2W4445P7,01KAWP7427HB3RX1RJ2W4445P8,17/11/2025 12:01,1/11/2025 12:01,,active,Learn the methods and strategies for using large-scale educational data to improve education and make discoveries about learning.,"Online and software-based learning tools have been used increasingly in education. This movement has resulted in an explosion of data, which can now be used to improve educational effectiveness and support basic research on learning.In this course, you will learn how and when to use key methods for educational data mining and learning analytics on this data. You will examine the methods being developed by researchers in the educational data mining, learning analytics, learning-at-scale, student modeling, and artificial intelligence communities. You'll also gain experience with standard data mining methods frequently applied to educational data. You will learn how to apply these methods and when to apply them, as well as their strengths and weaknesses for different applications.The course will discuss how to use each method to answer education research questions, and to drive intervention and improvement in educational software and systems. Methods will be covered at a theoretical level, and in terms of learning how to apply them in Python or using software tools like RapidMiner. We will also discuss validity and generalizability; establishing how trustworthy and applicable the analysis results. Data Analysis & Statistics",University of Pennsylvania,https://www.edx.org/course/big-data-and-education
01KAWP742CC7W0FDFZZDGC5H65,Migrating to the AWS Cloud,"['Introduction to AWS Cloud', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced AWS Cloud']",Computer Science Skills,Intermediate,cat_computer_science,Computer Science,Computer Architecture,01KAWP742CC7W0FDFZZDGC5H66,01KAWP742CC7W0FDFZZDGC5H67,8/7/2025 12:01,13/11/2025 12:01,,active,Learn how to migrate your on-premises applications and workloads to the AWS Cloud,"This four week course focuses on migrating workloads to AWS. We will focus on analyzing your current environment, planning your migration, and discussing the actual migration steps. We will also survey AWS tools and services that will accelerate your migration to AWS.Hands-on labs are available, though not required for this class. Access to the labs is limited to paid enrolled students. You can audit this course without taking the labs. As we dive into each of the services covered in this class, there will be links to documentation where you can find example applications and code samples. Computer Science",Amazon Web Services,https://www.edx.org/course/migrating-to-the-aws-cloud
01KAWP742E86CZBEYY9YZ0BHWZ,Databases: Advanced Topics in SQL,"['Introduction to Databases', 'Variables and Data Types', 'Control Structures', 'Functions and Methods', 'Advanced Databases']",Computer Science Skills,Beginner,cat_computer_science,Computer Science,Programming Languages,01KAWP742E86CZBEYY9YZ0BHX0,01KAWP742E86CZBEYY9YZ0BHX1,20/11/2025 12:01,18/11/2025 12:01,,active,"This course is one of five self-paced courses on the topic of Databases, originating as one of Stanford's three inaugural massive open online courses released in the fall of 2011. The original ""Databases"" courses are now all available on edx.org.","About the Database Series of Courses""Databases"" was one of Stanford's three inaugural massive open online courses in the fall of 2011. It has been offered in synchronous and then in self-paced versions on a variety of platforms continuously since 2011. The material is now being offered as a set of five self-paced courses, which can be taken in a variety of ways to learn about different aspects of databases. Relational Databases and SQL is the most popular course in the Databases series. It is applicable to learners seeking to gain a strong understanding of relational databases, and to master SQL, the long-accepted standard query language for relational database systems. Additional courses focus on advanced concepts in relational databases and SQL, formal foundations and database design methodologies, and semistructured data.All of the courses are based around video lectures and demos. Many of them include quizzes between video segments to check understanding, in-depth standalone quizzes, and/or a variety of automatically-checked interactive exercises. Each course also includes an unmoderated discussion forum and pointers to readings and resources. ",Stanford University,https://www.edx.org/course/advanced-topics-in-sql
01KAWP740AE6BT7EA128X7EBVJ,Ethics in Action,"['Introduction to in Action', 'Historical Context', 'Key Concepts', 'Cultural Impact', 'Modern in Action']",Humanities Skills,Intermediate,cat_humanities,Humanities,Art History,01KAWP740AE6BT7EA128X7EBVK,01KAWP740AE6BT7EA128X7EBVM,24/10/2025 12:01,17/11/2025 12:01,,active,What do the world's great religious and secular philosophies have to say about ethical conduct? Which virtues are common across faiths? And what role do religious communities have to play in building a more just and sustainable world?,"The challenges of sustainable development are more than technical or political--they are also moral, calling on us to examine who we are as human beings, and who we want to be going forward. This examination of what makes a ""good person""--called virtue ethics--has long been the purview of philosophers and theologians. So what do the world's great religious and secular philosophies have to say about ethical conduct? Which virtues are common across creeds and cultures? And what role do ethics, spirituality, and religious communities have to play in sustainable development? In 2016, distinguished leaders from the world's major religious traditions, philosophers, scholars, and scientists were invited by Pope Francis to the Vatican for a series of meetings. Known as the Ethics in Action initiative, these meetings sought to promote dialogue and find consensus about the values needed to advance transformative action for our common home and the human family. This course features Ethics in Action meeting participants, as well as other leading voices, and discusses the perspectives of some of the world's great traditions and their role in addressing our world's most pressing challenges, including poverty, corruption, and climate change. ",SDG Academy,https://www.edx.org/course/ethics-in-action
01KAWP740DAXDNGHTGKG2JJ189,The Health Effects of Climate Change,"['Introduction to Climate Change', 'Fundamental Principles', 'Experimental Methods', 'Applications', 'Advanced Climate Change Topics']",Science Skills,Beginner,cat_science,Science,Environmental Science,01KAWP740DAXDNGHTGKG2JJ18A,01KAWP740DAXDNGHTGKG2JJ18B,14/9/2025 12:01,19/11/2025 12:01,,active,"Learnhow global warming impacts human health, and the wayswe can diminish those impacts.","Our world's climate is changing. Of the top twenty hottest years ever recorded, sixteen have occurred in the last two decades. This warming has already had a profound effect. Many feel powerless in the face of this challenge, but you can make a difference. By looking at air quality, nutrition, infectious diseases, and human migration, this course will show you how increases in greenhouse gases impact public health. Experts working in a variety of settings will present their recommendations for responding to these challenges, and interested students will have the opportunity to learn about the research methods that measure the health effects of climate change. Created with support from the Harvard Global Health Institute, this course will explain how climate change impacts people around the globe, but also how it directly affects you and your life. Though your riskrises with the rising global temperatures, climate change is a solvable problem, and there are things you can do to mitigate that risk. This course is not an elegy for the planet, but a call to action. Enroll now to learn what you can do to reduce the harm caused by global warming. Environmental Studies",Harvard University,https://www.edx.org/course/the-health-effects-of-climate-change
01KAWP740GSMXXTGD4WJ3Q811V,Accounting and Finance,"['Introduction to and Finance', 'Core Concepts', 'Strategic Implementation', 'Case Studies', 'Advanced and Finance']",Business Skills,Intermediate,cat_business,Business,Management,01KAWP740GSMXXTGD4WJ3Q811W,01KAWP740GSMXXTGD4WJ3Q811X,13/4/2025 12:01,10/11/2025 12:01,,active,Develop financial acumen to manage your business successfully.,"This business course helps you to read and understand financial statements to evaluate how business performance is affected by four fundamental drivers of profitability viz., asset management, cost management, leverage management and tax management. It will also help you to identify areas for improvement.The second part of this finance course deals with managing costs. You will learn how to prepare cost sheets, budget and make cost-based decisions.The third part of the course provides an overview of financial markets to raise capital of different types. You will develop the ability to prepare and evaluate finances for your business plan and manage working capital.The overall objective of the course is to build financial acumen to make you a successful entrepreneur or manager. Business & Management",Indian Institute of Management Bangalore,https://www.edx.org/course/accounting-and-finance
01KAWP740GSMXXTGD4WJ3Q8121,"Nutrition, Exercise and Sports","['Introduction to and Sports', 'Fundamental Principles', 'Experimental Methods', 'Applications', 'Advanced and Sports Topics']",Science Skills,Intermediate,cat_science,Science,Environmental Science,01KAWP740GSMXXTGD4WJ3Q8122,01KAWP740GSMXXTGD4WJ3Q8123,24/3/2025 12:01,3/11/2025 12:01,,active,"Learn about Nutrition, Exercise and Sports and understand how nutrition can support exercise and sports performance.","Are you involved in sports and do you want to have a better understanding of the role of nutrition on performance and health? Do you want to learn whether certain nutritional strategies could be relevant for your own athletic performance and/or muscle growth? Are you a dietitian, physiotherapist or a health/sport coach and do you want to be able to provide proper nutritional advice for your clients? Or, are you none of the above but interested in nutrition and sports and want to make your own informed decisions about your daily food intake? Then this online course is for you! Nutrition is crucial to live an active and healthy life, to support training, and to optimize performance. In this course, researchers and teachers from Wageningen University & Research will familiarize you with the nutritional aspects of exercise and sports. What are the basic concepts in exercise physiology and sport nutrition science? How is exercise being fueled for the different types of sports like; power sports, sprinting and endurance exercise? And how does protein support skeletal muscle mass and performance? In this course you will learn to estimate energy needs and understand thermoregulation and fluid balance. You will learn about the role of micronutrients and supplements in exercise performance. ",Wageningen University & Research,https://www.edx.org/course/nutrition-exercise-and-sports
01KAWP740JJT1RT3BVPCR2YVSD,Introduction to Corporate Finance,"['Introduction to Corporate Finance', 'Core Concepts', 'Strategic Implementation', 'Case Studies', 'Advanced Corporate Finance']",Business Skills,Beginner,cat_business,Business,Management,01KAWP740JJT1RT3BVPCR2YVSE,01KAWP740JJT1RT3BVPCR2YVSF,21/9/2025 12:01,10/11/2025 12:01,,active,"Learn key financial concepts for evaluating and valuing investment opportunities, including how to value stocks and bonds.","In this course, you will gain an understanding of time-honored financial concepts and rules, and how these can be applied to value firms, bonds, and stocks.We will cover the time value of money, cost of capital and capital budgeting. You will be using Excel for many process including valuing bonds and stocks, computing NPV and finding IRR.An Beginner finance course that is required for all first-year MBA students at Columbia Business School, the course is taught by a world-class instructor, actively training the next generation of market leaders on Wall Street.Participants from all backgrounds will be prepared to participate on the ever-evolving financial playing field. Business & Management",Columbia University,https://www.edx.org/course/introduction-to-corporate-finance
01KAWP740NT8VYXSA6D39G58SN,Circuits and Electronics 1: Basic Circuit Analysis,"['Introduction to and Electronics', 'Design Principles', 'Analysis Methods', 'Implementation', 'Advanced and Electronics']",Engineering Skills,Beginner,cat_engineering,Engineering,Electrical Engineering,01KAWP740NT8VYXSA6D39G58SP,01KAWP740NT8VYXSA6D39G58SQ,2/6/2025 12:01,6/11/2025 12:01,,active,"Learn techniques that are foundational to the design of microchips used in smartphones, self-driving cars, computers, and the Internet.","Want to learn about circuits and electronics, but unsure where to begin? Wondering how to make computers run faster or your mobile phone battery last longer? This free circuits course taught by edX CEO and MIT Professor Anant Agarwal and colleagues is for you. This is the first of three online Circuits & Electronics courses offered by Professor Anant Agarwal and colleagues at MIT, and is taken by all MIT Electrical Engineering and Computer Science (EECS) majors. Topics covered include: resistive elements and networks; circuit analysis methods including KVL, KCL and the node method; independent and dependent sources; linearity, superposition, Thevenin & Norton methods; digital abstraction, combinational gates; and MOSFET switches and small signal analysis. Design and lab exercises are also significant components of the course. Weekly coursework includes interactive video sequences, readings from the textbook, homework, online laboratories, and optional tutorials. The course will also have a final exam. This is a self-paced course, so there are no weekly deadlines. However, all assignments are due when the course ends. Electronics",Massachusetts Institute of Technology,https://www.edx.org/course/circuits-and-electronics-1-basic-circuit-analysi-2
01KAWP7412YBV991H15H14CKJR,Tourism and Travel Management,"['Introduction to Travel Management', 'Core Concepts', 'Strategic Implementation', 'Case Studies', 'Advanced Travel Management']",Business Skills,Beginner,cat_business,Business,Management,01KAWP7412YBV991H15H14CKJS,01KAWP7412YBV991H15H14CKJT,4/7/2025 12:01,14/11/2025 12:01,,active,Leading tourism practitioners and researchers offer insider perspectives on this dynamic and growing industry.,"Do you want to learn about an industry that is dynamic, fun, evolving, and always challenging? At its peak, tourism supported over 300 million jobs globally and in 2018 generated US$1.65 trillion in international receipts. By taking this course, developed around one of the world's premier destinations, Queensland in Australia, you will experience challenges, and solutions, reflective of the ever-changing global tourism and travel industry. Tourism is an aspiration for millions of people globally, and has proven to be a highly resilient sector, which is vital to many economies. This course will provide you with substantive insights into the management challenges facing destinations and operators. It will show you the proper steps to follow forresearch-informed resolutions. The course comprises seven modules, with each module co-delivered by two or more expert academics. Developed in partnership with Tourism and Events Queensland, the statutory marketing authority for tourism in Queensland, several modules have been shot on-location across Queensland's premier tourism destinations. The course features case studies of leading tourism and hospitality companies and interviews with prominent industry professionals. ",The University of Queensland,https://www.edx.org/course/tourism-and-travel-management
01KAWP741D72WGV9W2R92S3N0P,Introduction to Internet of Things (IoT),"['Introduction to Internet of Things', 'Data Collection and Cleaning', 'Exploratory Data Analysis', 'Model Building', 'Advanced Internet of Things Techniques']",Data Science Skills,Beginner,cat_data_science,Data Science,Data Analysis,01KAWP741D72WGV9W2R92S3N0Q,01KAWP741D72WGV9W2R92S3N0R,19/4/2025 12:01,23/11/2025 12:01,,active,Introduction to IoT is an interactive introduction to build fundamental knowledge on the concepts and applications of the Internet of Things.,"In under an hour you will learn what IoT is and how it works, what it could mean for your everyday role and examples of how we are using IoT in Rolls-Royce to deliver operational efficiencies and improve the services that we offer to our customers.By the end of this session you will be able to: Data Analysis & Statistics",Rolls-Royce,https://www.edx.org/course/introduction-to-the-internet-of-things-3
01KAWP741H96QKA99PFCY9ZW88,Maths Essentials,"['Introduction to Maths Essentials', 'Core Concepts', 'Strategic Implementation', 'Case Studies', 'Advanced Maths Essentials']",Business Skills,Beginner,cat_business,Business,Management,01KAWP741H96QKA99PFCY9ZW89,01KAWP741H96QKA99PFCY9ZW8A,3/5/2025 12:01,22/11/2025 12:01,,active,"Discover and acquire the fundamental maths skills that you will need to use while studying an MBA program, from algebra to differentiation and geometric series.","Planning to study for an MBA but unsure of your basic maths skills? All MBA programs, and in business generally require some maths, particularly on quantitative subjects such as Accounting, Economics and Finance.In this mathematics course, you will learn the fundamental business math skills needed to succeed in your MBA study and in the field of business. These math skills will also give you an edge in the workplace enabling you to apply greater analytical skill to your decision making.You will learn how to evaluate and manipulate the types of formulae that appear in an accounting syllabus, how to perform the calculus required to solve optimization problems in economics and how to apply the concept of geometric series to solving finance-related problems such as calculating compound interest payments.This course assumes no prior knowledge of business maths, concepts are explained clearly and regular activities give you the opportunity to practice your skills and improve your confidence. Business & Management",Imperial College Business School-Imperial College London,https://www.edx.org/course/maths-essentials
