id,isCorrect,value,order,createdAt,questionId
01KCXGG0VP0001H0Q1FW3CZ2Z8,False,Transactional,4,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1WTM1R
01KCXGG0VP0001H0Q1FW3D0B0G,False,Punish employees,1,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1WWBQ0
01KCXGG0VP0001H0Q1FW3D1K1R,True,Measure performance,2,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1WWBQ0
01KCXGG0VP0001H0Q1FW3D2V30,False,Increase bureaucracy,3,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1WWBQ0
01KCXGG0VP0001H0Q1FW3D4348,False,Reduce workload,4,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1WWBQ0
01KCXGG0VP0001H0Q1FW3D5B5G,False,Finance,1,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1WY6A0
01KCXGG0VP0001H0Q1FW3D6J7G,True,Motivation,2,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1WY6A0
01KCXGG0VP0001H0Q1FW3D7V80,False,Operations,3,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1WY6A0
01KCXGG0VP0001H0Q1FW3D9398,False,Quality,4,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1WY6A0
01KCXGG0VP0001H0Q1FW3DABAG,False,Differentiation,1,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1WZXZ8
01KCXGG0VP0001H0Q1FW3DBNA8,True,Economies of scale,2,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1WZXZ8
01KCXGG0VP0001H0Q1FW3DCYAR,False,Niche focus,3,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1WZXZ8
01KCXGG0VP0001H0Q1FW3DEE60,False,Branding,4,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1WZXZ8
01KCXGG0VP0001H0Q1FW3DFS50,False,Daily tasks,1,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1X1NMG
01KCXGG0VP0001H0Q1FW3DH168,True,Long-term purpose,2,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1X1NMG
01KCXGG0VP0001H0Q1FW3DJA6R,False,Salary structure,3,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1X1NMG
01KCXGG0VP0001H0Q1FW3DKH8R,False,Legal form,4,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1X1NMG
01KCXGG0VP0001H0Q1FW3DMSA0,False,Avoid change,1,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1X3D9R
01KCXGG0VP0001H0Q1FW3DP0C0,True,Manage transition,2,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1X3D9R
01KCXGG0VP0001H0Q1FW3DQD9G,False,Replace staff,3,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1X3D9R
01KCXGG0VP0001H0Q1FW3DRS7R,False,Increase resistance,4,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1X3D9R
01KCXGG0VP0001H0Q1FW3DT288,True,Planning,1,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1X53ZR
01KCXGG0VP0001H0Q1FW3DVA9G,False,Organizing,2,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1X53ZR
01KCXGG0VP0001H0Q1FW3DWJAR,False,Leading,3,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1X53ZR
01KCXGG0VQ0001H0Q1FW3DXY90,False,Controlling,4,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1X53ZR
01KCXGG0VQ0001H0Q1FW3DZ6A8,False,Financial statements,1,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1X6VN0
01KCXGG0VQ0001H0Q1FW3E0EBG,True,Internal and external environment,2,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1X6VN0
01KCXGG0VQ0001H0Q1FW3E1PCR,False,Employee performance,3,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1X6VN0
01KCXGG0VQ0001H0Q1FW3E2XER,False,Market share only,4,2025-12-20T00:00:00Z,01KCXGG0T30001H0Q1FW1X6VN0
01KCXGG0VQ0001H0Q1FW3E45G0,False,Rent,1,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1X8R6G
01KCXGG0VQ0001H0Q1FW3E5CJ0,False,Manager salary,2,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1X8R6G
01KCXGG0VQ0001H0Q1FW3E6KM0,True,Direct labor,3,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1X8R6G
01KCXGG0VQ0001H0Q1FW3E7TP0,False,Interest expense,4,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1X8R6G
01KCXGG0VQ0001H0Q1FW3E90RR,False,Hierarchy levels,1,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XAFVR
01KCXGG0VQ0001H0Q1FW3EA7TR,True,Subordinates per manager,2,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XAFVR
01KCXGG0VQ0001H0Q1FW3EBEWR,False,Company size,3,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XAFVR
01KCXGG0VQ0001H0Q1FW3ECNYR,False,Authority level,4,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XAFVR
01KCXGG0VQ0001H0Q1FW3EDY00,False,Autocratic,1,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XC9FG
01KCXGG0VQ0001H0Q1FW3EF618,True,Democratic,2,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XC9FG
01KCXGG0VQ0001H0Q1FW3EGJYR,False,Bureaucratic,3,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XC9FG
01KCXGG0VQ0001H0Q1FW3EHT0R,False,Transactional,4,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XC9FG
01KCXGG0VQ0001H0Q1FW3EK12R,False,Punish employees,1,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XE14R
01KCXGG0VQ0001H0Q1FW3EM84R,True,Measure performance,2,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XE14R
01KCXGG0VQ0001H0Q1FW3ENG60,False,Increase bureaucracy,3,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XE14R
01KCXGG0VQ0001H0Q1FW3EPQ80,False,Reduce workload,4,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XE14R
01KCXGG0VQ0001H0Q1FW3EQYA0,False,Finance,1,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XFQTR
01KCXGG0VQ0001H0Q1FW3ES5C0,True,Motivation,2,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XFQTR
01KCXGG0VQ0001H0Q1FW3ETBER,False,Operations,3,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XFQTR
01KCXGG0VQ0001H0Q1FW3EVKG0,False,Quality,4,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XFQTR
01KCXGG0VR0001H0Q1FW3EWTJ0,False,Differentiation,1,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XHFG0
01KCXGG0VR0001H0Q1FW3EY1M0,True,Economies of scale,2,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XHFG0
01KCXGG0VR0001H0Q1FW3EZ7PR,False,Niche focus,3,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XHFG0
01KCXGG0VR0001H0Q1FW3F0FR0,False,Branding,4,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XHFG0
01KCXGG0VR0001H0Q1FW3F1NTR,False,Daily tasks,1,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XK660
01KCXGG0VR0001H0Q1FW3F2WWR,True,Long-term purpose,2,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XK660
01KCXGG0VR0001H0Q1FW3F43YR,False,Salary structure,3,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XK660
01KCXGG0VR0001H0Q1FW3F5B0R,False,Legal form,4,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XK660
01KCXGG0VR0001H0Q1FW3F6H3G,False,Avoid change,1,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XNDF8
01KCXGG0VR0001H0Q1FW3F7R5G,True,Manage transition,2,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XNDF8
01KCXGG0VR0001H0Q1FW3F934G,False,Replace staff,3,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XNDF8
01KCXGG0VR0001H0Q1FW3FAB5R,False,Increase resistance,4,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XNDF8
01KCXGG0VR0001H0Q1FW3FBK70,True,Planning,1,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XQ54G
01KCXGG0VR0001H0Q1FW3FCT90,False,Organizing,2,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XQ54G
01KCXGG0VR0001H0Q1FW3FE1B0,False,Leading,3,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XQ54G
01KCXGG0VR0001H0Q1FW3FF7DR,False,Controlling,4,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XQ54G
01KCXGG0VR0001H0Q1FW3FGEFR,False,Financial statements,1,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XT0Y0
01KCXGG0VR0001H0Q1FW3FHNHR,True,Internal and external environment,2,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XT0Y0
01KCXGG0VR0001H0Q1FW3FJWKR,False,Employee performance,3,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XT0Y0
01KCXGG0VR0001H0Q1FW3FM2PG,False,Market share only,4,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XT0Y0
01KCXGG0VR0001H0Q1FW3FN9RG,False,Rent,1,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XW0D8
01KCXGG0VR0001H0Q1FW3FPGTG,False,Manager salary,2,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XW0D8
01KCXGG0VR0001H0Q1FW3FQQWG,True,Direct labor,3,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XW0D8
01KCXGG0VR0001H0Q1FW3FRXZ8,False,Interest expense,4,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XW0D8
01KCXGG0VR0001H0Q1FW3FT518,False,Hierarchy levels,1,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XXT10
01KCXGG0VS0001H0Q1FW3FVC38,True,Subordinates per manager,2,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XXT10
01KCXGG0VS0001H0Q1FW3FWJ60,False,Company size,3,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XXT10
01KCXGG0VS0001H0Q1FW3FXS80,False,Authority level,4,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XXT10
01KCXGG0VS0001H0Q1FW3FZ0A0,False,Autocratic,1,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XZHP8
01KCXGG0VS0001H0Q1FW3G06CR,True,Democratic,2,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XZHP8
01KCXGG0VS0001H0Q1FW3G1EE0,False,Bureaucratic,3,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XZHP8
01KCXGG0VS0001H0Q1FW3G2TC8,False,Transactional,4,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1XZHP8
01KCXGG0VS0001H0Q1FW3G40F0,False,Punish employees,1,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1Y1G68
01KCXGG0VS0001H0Q1FW3G59FG,True,Measure performance,2,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1Y1G68
01KCXGG0VS0001H0Q1FW3G6GHG,False,Increase bureaucracy,3,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1Y1G68
01KCXGG0VS0001H0Q1FW3G7QKG,False,Reduce workload,4,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1Y1G68
01KCXGG0VS0001H0Q1FW3G8ZMR,False,Finance,1,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1Y3CQR
01KCXGG0VS0001H0Q1FW3GA6PR,True,Motivation,2,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1Y3CQR
01KCXGG0VS0001H0Q1FW3GBDRR,False,Operations,3,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1Y3CQR
01KCXGG0VS0001H0Q1FW3GCMTR,False,Quality,4,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1Y3CQR
01KCXGG0VS0001H0Q1FW3GDVWR,False,Differentiation,1,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1Y52EG
01KCXGG0VS0001H0Q1FW3GF2YR,True,Economies of scale,2,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1Y52EG
01KCXGG0VS0001H0Q1FW3GG91G,False,Niche focus,3,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1Y52EG
01KCXGG0VS0001H0Q1FW3GHG3G,False,Branding,4,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1Y52EG
01KCXGG0VS0001H0Q1FW3GJQ5G,False,Daily tasks,1,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1Y6R58
01KCXGG0VS0001H0Q1FW3GKY7G,True,Long-term purpose,2,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1Y6R58
01KCXGG0VS0001H0Q1FW3GN59G,False,Salary structure,3,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1Y6R58
01KCXGG0VS0001H0Q1FW3GPCBG,False,Legal form,4,2025-12-20T00:00:00Z,01KCXGG0T40001H0Q1FW1Y6R58
01KCXGG0VS0001H0Q1FW3GQKDG,False,Avoid change,1,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1Y8CWR
01KCXGG0VT0001H0Q1FW3GRTFG,True,Manage transition,2,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1Y8CWR
01KCXGG0VT0001H0Q1FW3GT1HG,False,Replace staff,3,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1Y8CWR
01KCXGG0VT0001H0Q1FW3GVHCR,False,Increase resistance,4,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1Y8CWR
01KCXGG0VT0001H0Q1FW3GWYA8,True,Assets = Liabilities + Equity,1,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YA2KG
01KCXGG0VT0001H0Q1FW3GY5C8,False,Assets = Revenue − Expenses,2,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YA2KG
01KCXGG0VT0001H0Q1FW3GZCE8,False,Cash = Profit,3,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YA2KG
01KCXGG0VT0001H0Q1FW3H0KG8,False,Equity = Assets − Revenue,4,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YA2KG
01KCXGG0VT0001H0Q1FW3H1TJ8,False,Liability,1,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YBRA8
01KCXGG0VT0001H0Q1FW3H31M8,False,Equity,2,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YBRA8
01KCXGG0VT0001H0Q1FW3H47Q0,False,Revenue,3,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YBRA8
01KCXGG0VT0001H0Q1FW3H5ES0,True,Asset,4,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YBRA8
01KCXGG0VT0001H0Q1FW3H6NV0,False,Increase value,1,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YDD1R
01KCXGG0VT0001H0Q1FW3H7WX0,True,Allocate cost over time,2,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YDD1R
01KCXGG0VT0001H0Q1FW3H92ZR,False,Record cash expense,3,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YDD1R
01KCXGG0VT0001H0Q1FW3HAA1R,False,Adjust revenue,4,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YDD1R
01KCXGG0VT0001H0Q1FW3HBH3R,False,Income statement,1,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YF2RG
01KCXGG0VT0001H0Q1FW3HCR5R,False,Cash flow statement,2,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YF2RG
01KCXGG0VT0001H0Q1FW3HDZ7R,True,Balance sheet,3,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YF2RG
01KCXGG0VT0001H0Q1FW3HF5AG,False,Trial balance,4,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YF2RG
01KCXGG0VT0001H0Q1FW3HGCCG,False,Cash,1,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YGSEG
01KCXGG0VT0001H0Q1FW3HHKEG,True,Money owed by customers,2,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YGSEG
01KCXGG0VT0001H0Q1FW3HJWF0,False,Company debt,3,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YGSEG
01KCXGG0VT0001H0Q1FW3HM7E0,False,Owner capital,4,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YGSEG
01KCXGG0VT0001H0Q1FW3HNEG0,False,Building,1,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YJF58
01KCXGG0VT0001H0Q1FW3HPNJ0,False,Long-term loan,2,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YJF58
01KCXGG0VV0001H0Q1FW3HQVMR,True,Inventory,3,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YJF58
01KCXGG0VV0001H0Q1FW3HS2PR,False,Goodwill,4,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YJF58
01KCXGG0VV0001H0Q1FW3HT9RR,False,Cash received,1,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YM4W0
01KCXGG0VV0001H0Q1FW3HVGTR,True,Earned,2,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YM4W0
01KCXGG0VV0001H0Q1FW3HWPXG,False,Invoice paid,3,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YM4W0
01KCXGG0VV0001H0Q1FW3HXXZG,False,Expense incurred,4,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YM4W0
01KCXGG0VV0001H0Q1FW3HZ51G,False,Revenue − Expenses,1,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YNSKG
01KCXGG0VV0001H0Q1FW3J0B48,True,Revenue − COGS,2,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YNSKG
01KCXGG0VV0001H0Q1FW3J1J68,False,Net income,3,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YNSKG
01KCXGG0VV0001H0Q1FW3J2S88,False,Assets − Liabilities,4,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YNSKG
01KCXGG0VV0001H0Q1FW3J419G,False,Cash,1,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YQFA8
01KCXGG0VV0001H0Q1FW3J58BG,False,Accounts payable,2,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YQFA8
01KCXGG0VV0001H0Q1FW3J6FDG,True,Revenue,3,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YQFA8
01KCXGG0VV0001H0Q1FW3J7VBR,False,Inventory,4,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YQFA8
01KCXGG0VV0001H0Q1FW3J92DR,False,Profitability,1,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YS510
01KCXGG0VV0001H0Q1FW3JA9FR,True,Accuracy and fairness,2,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YS510
01KCXGG0VV0001H0Q1FW3JBHH0,False,Tax reduction,3,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YS510
01KCXGG0VV0001H0Q1FW3JCWG0,False,Control,4,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YS510
01KCXGG0VV0001H0Q1FW3JE3J0,True,Assets = Liabilities + Equity,1,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YTTQR
01KCXGG0VV0001H0Q1FW3JFAM0,False,Assets = Revenue − Expenses,2,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YTTQR
01KCXGG0VV0001H0Q1FW3JGHP0,False,Cash = Profit,3,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YTTQR
01KCXGG0VV0001H0Q1FW3JHQRR,False,Equity = Assets − Revenue,4,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1YTTQR
01KCXGG0VV0001H0Q1FW3JJYTR,False,Liability,1,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1Z0R68
01KCXGG0VV0001H0Q1FW3JM5WR,False,Equity,2,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1Z0R68
01KCXGG0VV0001H0Q1FW3JNCYR,False,Revenue,3,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1Z0R68
01KCXGG0VW0001H0Q1FW3JPM0R,True,Asset,4,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1Z0R68
01KCXGG0VW0001H0Q1FW3JQV2R,False,Increase value,1,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1Z388R
01KCXGG0VW0001H0Q1FW3JS24R,True,Allocate cost over time,2,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1Z388R
01KCXGG0VW0001H0Q1FW3JT87G,False,Record cash expense,3,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1Z388R
01KCXGG0VW0001H0Q1FW3JVJ78,False,Adjust revenue,4,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1Z388R
01KCXGG0VW0001H0Q1FW3JWS98,False,Income statement,1,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1Z59PG
01KCXGG0VW0001H0Q1FW3JXZC0,False,Cash flow statement,2,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1Z59PG
01KCXGG0VW0001H0Q1FW3JZ6E0,True,Balance sheet,3,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1Z59PG
01KCXGG0VW0001H0Q1FW3K0DG0,False,Trial balance,4,2025-12-20T00:00:00Z,01KCXGG0T50001H0Q1FW1Z59PG
01KCXGG0VW0001H0Q1FW3K1MJ0,False,Cash,1,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1Z7778
01KCXGG0VW0001H0Q1FW3K2VM0,True,Money owed by customers,2,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1Z7778
01KCXGG0VW0001H0Q1FW3K41PR,False,Company debt,3,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1Z7778
01KCXGG0VW0001H0Q1FW3K58RR,False,Owner capital,4,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1Z7778
01KCXGG0VW0001H0Q1FW3K6MQ0,False,Building,1,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1Z90V0
01KCXGG0VW0001H0Q1FW3K7YPR,False,Long-term loan,2,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1Z90V0
01KCXGG0VW0001H0Q1FW3K95RR,True,Inventory,3,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1Z90V0
01KCXGG0VW0001H0Q1FW3KABVG,False,Goodwill,4,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1Z90V0
01KCXGG0VW0001H0Q1FW3KBJXG,False,Cash received,1,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZATER
01KCXGG0VW0001H0Q1FW3KCTYR,True,Earned,2,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZATER
01KCXGG0VW0001H0Q1FW3KE20R,False,Invoice paid,3,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZATER
01KCXGG0VW0001H0Q1FW3KF92R,False,Expense incurred,4,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZATER
01KCXGG0VW0001H0Q1FW3KGPZG,False,Revenue − Expenses,1,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZCTX8
01KCXGG0VW0001H0Q1FW3KHY1G,True,Revenue − COGS,2,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZCTX8
01KCXGG0VW0001H0Q1FW3KK448,False,Net income,3,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZCTX8
01KCXGG0VX0001H0Q1FW3KMF38,False,Assets − Liabilities,4,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZCTX8
01KCXGG0VX0001H0Q1FW3KNR3R,False,Cash,1,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZEPFG
01KCXGG0VX0001H0Q1FW3KPZ5R,False,Accounts payable,2,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZEPFG
01KCXGG0VX0001H0Q1FW3KR868,True,Revenue,3,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZEPFG
01KCXGG0VX0001H0Q1FW3KSF88,False,Inventory,4,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZEPFG
01KCXGG0VX0001H0Q1FW3KTPA8,False,Profitability,1,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZGF40
01KCXGG0VX0001H0Q1FW3KVXC8,True,Accuracy and fairness,2,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZGF40
01KCXGG0VX0001H0Q1FW3KX4E8,False,Tax reduction,3,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZGF40
01KCXGG0VX0001H0Q1FW3KYBG8,False,Control,4,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZGF40
01KCXGG0VX0001H0Q1FW3KZJJ8,True,Assets = Liabilities + Equity,1,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZJ6S8
01KCXGG0VX0001H0Q1FW3M0SM8,False,Assets = Revenue − Expenses,2,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZJ6S8
01KCXGG0VX0001H0Q1FW3M27H0,False,Cash = Profit,3,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZJ6S8
01KCXGG0VX0001H0Q1FW3M3GHG,False,Equity = Assets − Revenue,4,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZJ6S8
01KCXGG0VX0001H0Q1FW3M4RJR,False,Liability,1,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZKYEG
01KCXGG0VX0001H0Q1FW3M5ZMR,False,Equity,2,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZKYEG
01KCXGG0VX0001H0Q1FW3M76PR,False,Revenue,3,2025-12-20T00:00:00Z,01KCXGG0T60001H0Q1FW1ZKYEG
